id,num_words,score,dates,homicidios_fuentes_gobierno,homicidios_fuentes_abiertas,nnet_score
20220516,4830,0.326132188,5/16/2022,82,72,0.526374986
20220517,4657,0.159819714,5/17/2022,72,74,0.430911978
20220518,3970,0.118045859,5/18/2022,72,64,0.383215246
20220519,4058,0.634870388,5/19/2022,75,74,0.398679096
20220520,6055,0.590639578,5/20/2022,81,85,0.395081192
20220523,4992,0.581798092,5/23/2022,69,72,0.298958867
20220524,3044,0.273209994,5/24/2022,118,89,0.330401215
20220525,4638,0.341461414,5/25/2022,65,75,0.538083459
20220526,5114,0.478019319,5/26/2022,86,73,0.55700307
20220527,5611,0.48300358,5/27/2022,77,86,0.510938801
20220530,3594,0.552284122,5/30/2022,64,63,0.442324948
20220531,6613,0.420597058,5/31/2022,49,68,0.586496365
20220601,4351,0.276744404,6/1/2022,75,71,0.371742747
20220602,6064,0.608365546,6/2/2022,73,86,0.453565174
20220603,4533,1,6/3/2022,57,64,1
20220606,4861,0.274197354,6/6/2022,94,90,0.546637313
20220607,6398,0.17262838,6/7/2022,78,65,0.557270027
20220608,4511,0.228811301,6/8/2022,76,62,0.477824461
20220609,5668,0.608455178,6/9/2022,73,66,0.512032416
20220610,5476,0.547527347,6/10/2022,78,74,0.563885048
20220613,5007,0.262127505,6/13/2022,96,64,0.486421897
20220614,5437,0.396116922,6/14/2022,90,72,0.49003284
20220615,4655,0.555656184,6/15/2022,71,65,0.5243215
20220616,5451,0.531439422,6/16/2022,88,87,0.572562014
20220617,2257,0.327435463,6/17/2022,61,75,0.277853554
20220620,4955,0.694485458,6/20/2022,63,63,0.334799697
20220621,5408,0.396666431,6/21/2022,73,84,0.467129368
20220622,4237,0.433457207,6/22/2022,91,81,0.520599838
20220623,3445,0.536922121,6/23/2022,69,79,0.347508747
20220624,3667,0.583729054,6/24/2022,62,69,0.491031302
20220627,3495,0.305446988,6/27/2022,54,55,0.446949566
20220628,5382,0.239435837,6/28/2022,70,62,0.446292422
20220629,5020,0.176023731,6/29/2022,83,81,0.475438408
20220630,5401,0.686596443,6/30/2022,73,65,0.494691349
20220704,5375,0.583709789,7/4/2022,76,80,0.515016935
20220705,5721,0.177492907,7/5/2022,53,54,0.38377988
20220706,3673,0.30772523,7/6/2022,70,57,0.296492581
20220707,5140,0.198888129,7/7/2022,91,78,0.461465115
20220708,4017,0.284644667,7/8/2022,78,68,0.46614142
20220711,3755,0.275932636,7/11/2022,71,63,0.36682712
20220714,5561,0.538181608,7/14/2022,73,73,0.475594236
20220715,2127,0.159584239,7/15/2022,64,62,0.283517191
20220718,5145,0.362791394,7/18/2022,71,92,0.516936267
20220719,4524,0.14681779,7/19/2022,57,56,0.398777068
20220720,6857,0.7150632,7/20/2022,68,70,0.570806145
20220721,7385,0.394647776,7/21/2022,80,66,0.503852068
20220722,4858,0.691633155,7/22/2022,75,72,0.398740887
20220725,6030,0.554680512,7/25/2022,84,81,0.61474198
20220726,6030,0.616960163,7/26/2022,60,69,0.518150879
20220727,4827,0.258943694,7/27/2022,66,61,0.588542862
20220728,5253,0.472727778,7/28/2022,79,66,0.403720096
20220729,1616,0.208267171,7/29/2022,63,60,0.238739574
20220801,4684,0.334003231,8/1/2022,63,75,0.569944716
20220802,5183,0.264559313,8/2/2022,74,60,0.357905781
20220803,4324,0.387294437,8/3/2022,86,68,0.406032434
20220804,5660,0.158709535,8/4/2022,74,71,0.377481214
20220805,4813,0.310622524,8/5/2022,90,77,0.478973405
20220808,5927,0.247289992,8/8/2022,81,76,0.624988149
20220809,7691,0.309283509,8/9/2022,53,60,0.432640476
20220810,4593,0.176601258,8/10/2022,64,64,0.503264115
20220811,5699,0.603537759,8/11/2022,81,66,0.426034383
20220812,3674,0.370096569,8/12/2022,62,66,0.42651843
20220815,4935,0.637002346,8/15/2022,70,62,0.543795113
20220816,6263,0.365268459,8/16/2022,62,69,0.39949706
20220817,5712,0.550815416,8/17/2022,63,61,0.470450917
20220818,6059,0.301837249,8/18/2022,85,81,0.413450912
20220819,6718,0.515909906,8/19/2022,65,64,0.445142655
20220822,5139,0.505711195,8/22/2022,78,65,0.476659775
20220823,4863,0.294399388,8/23/2022,83,74,0.431785507
20220824,4206,0.490340825,8/24/2022,96,93,0.288124687
20220825,5323,0.472727778,8/25/2022,58,62,0.295693676
20220826,5206,0.138435285,8/26/2022,66,64,0.402699021
20220829,3951,0.10801446,8/29/2022,98,76,0.473004133
20220830,4871,0.29563356,8/30/2022,71,63,0.393426879
20220831,3735,0.503560324,8/31/2022,78,75,0.429879567
20220902,7300,0.671334294,9/2/2022,77,73,0.477348812
20220905,4605,0.185960066,9/5/2022,67,61,0.515308444
20220906,6945,0.298464864,9/6/2022,68,73,0.518138309
20220907,3303,0.169845416,9/7/2022,70,61,0.399174303
20220908,5435,0.608294534,9/8/2022,74,79,0.384549211
20220909,4468,0.162861956,9/9/2022,76,64,0.328953126
20220912,4777,0.584214922,9/12/2022,70,73,0.510948141
20220913,5115,0.639294009,9/13/2022,74,81,0.428689448
20220914,4014,0.651884528,9/14/2022,102,67,0.388171725
20220915,5349,0.653474466,9/15/2022,68,81,0.468101046
20220919,5439,0.400418342,9/19/2022,75,67,0.524127669
20220920,6631,0.661540278,9/20/2022,82,71,0.388263706
20220921,4705,0.17262838,9/21/2022,91,66,0.555170492
20220922,5167,0.442052382,9/22/2022,77,69,0.454625896
20220923,4862,0.113168095,9/23/2022,86,85,0.532065788
20220926,4399,0.176558351,9/26/2022,60,98,0.409590632
20220927,5349,0.549900008,9/27/2022,79,76,0.538945476
20220928,5048,0.481419574,9/28/2022,85,88,0.538692439
20220929,5624,0.465470356,9/29/2022,83,60,0.528124805
20220930,2957,0.262291409,9/30/2022,73,65,0.380436276
20221003,4618,0.507807442,10/3/2022,78,65,0.535620168
20221004,5699,0.190673551,10/4/2022,71,75,0.535402961
20221005,4696,0.365268459,10/5/2022,87,64,0.578988726
20221006,6432,0.561693531,10/6/2022,63,64,0.505960355
20221007,1629,0.226990441,10/7/2022,70,50,0.242060007
20221010,4009,0.579297151,10/10/2022,78,96,0.456206378
20221011,5550,0.109479311,10/11/2022,74,88,0.515625034
20221012,4792,0.603537759,10/12/2022,68,80,0.405089303
20221013,5524,0.378353422,10/13/2022,86,71,0.49633086
20221014,4735,0.693276015,10/14/2022,93,63,0.45444722
20221017,6565,0.588508031,10/17/2022,88,75,0.580618898
20221018,4758,0.420591742,10/18/2022,53,72,0.358186101
20221019,4934,0.176648526,10/19/2022,73,83,0.400674786
20221020,5932,0.792723471,10/20/2022,74,64,0.323425728
20221021,3598,0.290407099,10/21/2022,77,87,0.348357401
20221024,5591,0.240208031,10/24/2022,82,75,0.564478346
20221025,6325,0.364124007,10/25/2022,91,80,0.629997021
20221026,5018,0.171772164,10/26/2022,88,75,0.584972741
20221027,7396,0.753402563,10/27/2022,92,107,0.417339679
20221028,5973,0.672478716,10/28/2022,77,56,0.466911338
20221031,4963,0.627396933,10/31/2022,92,111,0.596561861
20221101,4853,0.21637849,11/1/2022,59,62,0.406789842
20221103,6209,0.240208031,11/3/2022,91,104,0.438614623
20221104,4921,0.365268459,11/4/2022,82,92,0.575195993
20221107,5656,0.582152684,11/7/2022,70,104,0.590466658
20221108,7460,0.685728376,11/8/2022,56,64,0.497934543
20221109,4134,0.256341109,11/9/2022,64,79,0.450249558
20221110,6643,0.671334294,11/10/2022,55,68,0.552802765
20221111,6764,0.477211751,11/11/2022,75,85,0.582603546
20221114,5748,0.54934624,11/14/2022,70,0,0.665978349
20221115,5026,0.400828323,11/15/2022,55,60,0.439001344
20221116,3254,0.29977272,11/16/2022,55,69,0.398655131
20221117,6443,0.483604836,11/17/2022,63,62,0.485375448
20221118,6039,0.148195689,11/18/2022,68,67,0.502737014
20221121,6021,0.489376753,11/21/2022,75,68,0.643457427
20221122,5245,0.595602107,11/22/2022,72,110,0.298422133
20221123,4963,0.512766681,11/23/2022,58,68,0.386283934
20221124,6216,0.732537717,11/24/2022,71,66,0.531199308
20221125,3582,0,11/25/2022,68,62,0
20221128,5225,0.542399534,11/28/2022,62,72,0.640705505
20221129,4941,0.317966524,11/29/2022,81,75,0.459136213
20221130,3315,0.407973382,11/30/2022,61,73,0.334230893
20221201,5846,0.235470874,12/1/2022,68,65,0.403509291
20221202,3578,0.609683828,12/2/2022,72,53,0.375537389
20221205,4623,0.678199533,12/5/2022,92,75,0.552511432
20221206,5137,0.099615406,12/6/2022,78,71,0.47089749
20221207,5592,0.548888683,12/7/2022,82,77,0.570787173
20221208,5969,0.548888683,12/8/2022,80,85,0.475868594
20221209,6398,0.482036425,12/9/2022,71,54,0.55542159
20221213,5963,0.158658346,12/13/2022,58,69,0.607662471
20221214,3315,0.35945801,12/14/2022,60,62,0.364411346
20221215,4496,0.588261279,12/15/2022,79,61,0.4006332
20221216,5541,0.106806801,12/16/2022,76,60,0.572641602
20221219,5493,0.418119699,12/19/2022,107,97,0.589991598
20221220,7071,0.306166539,12/20/2022,71,97,0.264099289
20221221,4410,0.280471909,12/21/2022,66,66,0.516949776
20221222,6735,0.620729108,12/22/2022,65,70,0.374927821
20221223,7186,0.615729105,12/23/2022,59,63,0.661001254
20221226,7087,0.3904554,12/26/2022,81,78,0.595076063
20221227,4995,0.64089076,12/27/2022,66,68,0.422769985
20221228,41,0.047862325,12/28/2022,68,96,0.147093484
20221230,4140,0.459268957,12/30/2022,84,86,0.331705635
20230102,6372,0.246506183,1/2/2023,93,91,0.522201465
20230105,2986,0.233484949,1/5/2023,77,77,0.304644971
20230109,5500,0.43654701,1/9/2023,72,97,0.439778017
20230112,7168,0.42961863,1/12/2023,66,74,0.522898902
20230113,2925,0.532378149,1/13/2023,59,72,0.395717426
20230116,6629,0.27524351,1/16/2023,85,90,0.598504923
20230117,6272,0.634278324,1/17/2023,66,82,0.416464681
20230118,5295,0.308681871,1/18/2023,57,71,0.577454352
20230120,6584,0.609258576,1/20/2023,59,69,0.484543563
20230123,6424,0.618861405,1/23/2023,70,93,0.598503279
20230124,5001,0.232121602,1/24/2023,62,63,0.576849719
20230125,6223,0.171664323,1/25/2023,74,66,0.737903413
20230126,6561,0.632916988,1/26/2023,62,60,0.485348899
20230127,3163,0.361639395,1/27/2023,79,59,0.214108721
20230130,6154,0.210291231,1/30/2023,88,96,0.60377435
20230131,3758,0.229319666,1/31/2023,67,65,0.413719044
20230201,3692,0.444492971,2/1/2023,82,87,0.498828688
20230202,4199,0.146441788,2/2/2023,67,74,0.566288076
20230203,4041,0.304019075,2/3/2023,65,74,0.547402356
20230206,4929,0.394668157,2/6/2023,57,59,0.480163817
20230207,6790,0.200764569,2/7/2023,69,71,0.349397242
20230208,5808,0.22323994,2/8/2023,81,67,0.440002625
20230209,1439,0.258910595,2/9/2023,84,82,0.285995988
20230210,4115,0.301829995,2/10/2023,92,77,0.3543398
20230213,5301,0.173611967,2/13/2023,50,70,0.358241724
20230214,5662,0.476658013,2/14/2023,76,59,0.549620481
20230215,4825,0.701795919,2/15/2023,65,72,0.492527849
20230216,5002,0.412259971,2/16/2023,61,62,0.470510417
20230217,5358,0.667705554,2/17/2023,64,69,0.384212005
20230220,7959,0.303848592,2/20/2023,72,78,0.555856005
20230221,3480,0.302950012,2/21/2023,78,70,0.430377241
20230222,3914,0.31202013,2/22/2023,69,65,0.446524666
20230223,4610,0.177563949,2/23/2023,63,67,0.527856908
20230224,3306,0.157859148,2/24/2023,84,65,0.482339535
20230227,3725,0.19862493,2/27/2023,88,74,0.433217386
20230228,7595,0.331981197,2/28/2023,58,73,0.658921864
20230301,2824,0.430830011,3/1/2023,70,51,0.3189039
20230302,4166,0.200764569,3/2/2023,78,78,0.461710222
20230303,4561,0.186987602,3/3/2023,63,62,0.545598793
20230306,5307,0.246553466,3/6/2023,74,85,0.480896731
20230307,6013,0.251410709,3/7/2023,76,64,0.266691037
20230308,5139,0.556428392,3/8/2023,71,68,0.547728578
20230309,3341,0.408142543,3/9/2023,71,84,0.421881243
20230310,4399,0.531359696,3/10/2023,70,74,0.531359696
20230313,5841,0.655968182,3/13/2023,59,58,0.514893764
20230314,5100,0.224661568,3/14/2023,65,61,0.469013517
20230315,4363,0.708661158,3/15/2023,72,57,0.376684248
20230316,5903,0.186151928,3/16/2023,74,73,0.429578895
20230317,4445,0.593836606,3/17/2023,64,81,0.324956636
20230320,7917,0.553330806,3/20/2023,73,74,0.484470201
20230321,4912,0.276171782,3/21/2023,70,62,0.303146485
20230322,5653,0.577239964,3/22/2023,75,71,0.325952513
20230323,2769,0.207369751,3/23/2023,80,70,0.329486923
20230324,3766,0.257191525,3/24/2023,76,71,0.406526702
20230327,7853,0.145369891,3/27/2023,73,68,0.654220008
20230328,6733,0.4979114,3/28/2023,66,62,0.411446529
20230331,3762,0.318492686,3/31/2023,105,78,0.505678773
20230403,5519,0.387960303,4/3/2023,73,64,0.544805322
20230404,7384,0.505809814,4/4/2023,82,75,0.330889815
20230405,5920,0.293254937,4/5/2023,58,57,0.63386523
20230410,6713,0.368880635,4/10/2023,70,70,0.418825536
20230411,5640,0.38057046,4/11/2023,69,60,0.393902468
20230412,4762,0.486630969,4/12/2023,64,62,0.444189186
20230413,4048,0.485161823,4/13/2023,74,65,0.449024139
20230414,6230,0.339858906,4/14/2023,63,63,0.581510283
20230417,6301,0.74111577,4/17/2023,66,62,0.314141839
20230418,5483,0.586063184,4/18/2023,60,59,0.244458188
20230419,6197,0.607150112,4/19/2023,77,58,0.478681132
20230420,3197,0.368951677,4/20/2023,69,46,0.375559885
20230421,3286,0.471209645,4/21/2023,59,57,0.271977614
20230428,7659,0.364124007,4/28/2023,60,61,0.652067375
20230501,9370,0.304812663,5/1/2023,81,57,0.548401346
20230502,6342,0.572502866,5/2/2023,88,84,0.348500747
20230503,3621,0.29684497,5/3/2023,65,62,0.342436322
20230504,6184,0.459370424,5/4/2023,78,70,0.44747097
20230505,5649,0.537134924,5/5/2023,78,67,0.372439861
20230508,6557,0.387275171,5/8/2023,73,91,0.504704334
20230509,4747,0.153442722,5/9/2023,67,66,0.497788406
20230510,2298,0.143401881,5/10/2023,65,91,0.271006348
20230511,5535,0.432466263,5/11/2023,78,73,0.471607144
20230512,6382,0.509130657,5/12/2023,83,61,0.393197513
20230515,7579,0.418475437,5/15/2023,59,88,0.525251651
20230516,6722,0.451324318,5/16/2023,73,56,0.454540024
20230517,5196,0.181203379,5/17/2023,44,65,0.505681827
20230518,4238,0.300120088,5/18/2023,75,64,0.431524012
20230519,4522,0.136987269,5/19/2023,75,59,0.533126334
20230522,4412,0.382357282,5/22/2023,76,72,0.418304132
20230523,4351,0.230887431,5/23/2023,76,67,0.387487093
20230524,5448,0.522777024,5/24/2023,86,76,0.447338871
20230525,5608,0.177385067,5/25/2023,80,82,0.531937802
20230526,5278,0.154298939,5/26/2023,74,84,0.508178774
20230529,5939,0.368951677,5/29/2023,91,91,0.500401005
20230530,5242,0.530356145,5/30/2023,79,74,0.414946519
20230531,3685,0.412652213,5/31/2023,90,74,0.273645613
20230601,4449,0.53334084,6/1/2023,71,75,0.450425591
20230602,4005,0.681563313,6/2/2023,76,67,0.431131477
20230605,4462,0.247361034,6/5/2023,73,74,0.416619158
20230606,3218,0.317578217,6/6/2023,83,94,0.372877918
20230607,4125,0.132559272,6/7/2023,79,71,0.521737623
20230608,6914,0.693276015,6/8/2023,63,66,0.766396954
20230609,3821,0.293479076,6/9/2023,76,70,0.493741873
20230612,6586,0.247289992,6/12/2023,95,93,0.5594004
20230613,5971,0.617563328,6/13/2023,55,62,0.54214591
20230614,3706,0.617085389,6/14/2023,71,55,0.408375316
20230615,4165,0.643980123,6/15/2023,78,62,0.523735956
20230616,2988,0.586431168,6/16/2023,82,65,0.376035768
20230619,6335,0.36498946,6/19/2023,72,66,0.503137303
20230620,7240,0.655968182,6/20/2023,75,61,0.650474617
20230621,4424,0.181558059,6/21/2023,62,64,0.518550052
20230623,4641,0.273533309,6/23/2023,90,80,0.557233435
20230626,4118,0.509028338,6/26/2023,79,80,0.526067853
20230627,4796,0.144619562,6/27/2023,76,72,0.477779468
20230628,5157,0.327399634,6/28/2023,69,69,0.72735804
20230629,5174,0.230887431,6/29/2023,77,65,0.536188796
20230630,5619,0.566535415,6/30/2023,53,62,0.44558776
20230703,5142,0.245073894,7/3/2023,54,84,0.626764811
20230704,6183,0.294399388,7/4/2023,77,58,0.700847384
20230705,4143,0.381393887,7/5/2023,63,64,0.59974209
20230706,3978,0.446392568,7/6/2023,58,63,0.48199158
20230707,4633,0.335140986,7/7/2023,64,59,0.498303701
20230710,6688,0.806304405,7/10/2023,73,79,0.56588579
20230711,5763,0.491768151,7/11/2023,78,60,0.452353969
20230713,4786,0.248325105,7/13/2023,70,74,0.538086749
20230714,6335,0.679234587,7/14/2023,59,45,0.5957456
20230717,4440,0.504354911,7/17/2023,75,108,0.416270557
20230718,7157,0.67147209,7/18/2023,74,71,0.531161246
20230719,6390,0.281905287,7/19/2023,66,77,0.281905287
20230720,4313,0.448642557,7/20/2023,70,69,0.469072195
20230721,6085,0.299202418,7/21/2023,75,61,0.533697136
20230725,6123,0.476687117,7/25/2023,77,60,0.330630699
20230726,3814,0.654823761,7/26/2023,70,46,0.253396796
20230727,4821,0.620067911,7/27/2023,70,72,0.524325083
20230728,4861,0.266218061,7/28/2023,66,67,0.506013923
20230731,5229,0.67281416,7/31/2023,82,71,0.609773871
20230801,7293,0.548888683,8/1/2023,69,52,0.58968235
20230802,5623,0.638845791,8/2/2023,70,50,0.636442822
20230803,5172,0.48563007,8/3/2023,70,65,0.549507824
20230804,3585,0.269026869,8/4/2023,77,70,0.474493925
20230807,4397,0.554103015,8/7/2023,77,89,0.467896701
20230808,5868,0.648686913,8/8/2023,62,76,0.488268748
20230809,6169,0.169845416,8/9/2023,56,77,0.614816046
20230810,4885,0.177492907,8/10/2023,62,61,0.490082061
20230811,3676,0.276896707,8/11/2023,79,69,0.427701031
20230814,3302,0.13489295,8/14/2023,59,60,0.13489295
20230815,4530,0.41406926,8/15/2023,60,60,0.57693612
20230816,4017,0.230958473,8/16/2023,65,57,0.243489976
20230817,5036,0.610094749,8/17/2023,57,61,0.621019031
20230818,3446,0.263766752,8/18/2023,88,74,0.429018725
20230821,5390,0.267002986,8/21/2023,63,60,0.486922508
20230822,6603,0.599358071,8/22/2023,68,47,0.473815754
20230823,7053,0.516548371,8/23/2023,65,60,0.824545022
20230824,3922,0.382199663,8/24/2023,68,78,0.325064888
20230825,5998,0.495692688,8/25/2023,74,69,0.551300403
20230828,5931,0.401354983,8/28/2023,100,73,0.752958809
20230829,6356,0.161031007,8/29/2023,79,76,0.554668412
20230830,5191,0.73562849,8/30/2023,69,71,0.50538186
20230831,5101,0.199089756,8/31/2023,75,63,0.610028435
20230904,2657,0.307835038,9/4/2023,93,60,0.33166452
20230905,5768,0.447880216,9/5/2023,69,61,0.330023334
20230906,4282,0.177919686,9/6/2023,68,54,0.422022504
20230907,4024,0.150761079,9/7/2023,71,63,0.507880804
20230908,4500,0.111880106,9/8/2023,69,63,0.493966599
20230913,3717,0.591784,9/13/2023,63,65,0.422578445
20230914,3616,0.151759335,9/14/2023,61,63,0.531597659
20230918,5928,0.381293271,9/18/2023,65,61,0.456102943
20230921,5179,0.224661568,9/21/2023,76,56,0.391632773
20230926,6337,0.275932636,9/26/2023,93,65,0.695302307
20230927,5034,0.495584848,9/27/2023,81,74,0.497435987
20230928,4815,0.661326301,9/28/2023,73,83,0.62875586
20230929,4811,0.119987658,9/29/2023,61,67,0.426786797
20231002,6411,0.418788444,10/2/2023,58,60,0.524225583
20231003,5792,0.598154912,10/3/2023,71,63,0.480730213
20231004,4899,0.178420165,10/4/2023,65,65,0.515297284
20231005,4174,0.280703713,10/5/2023,65,75,0.361439339
20231006,3850,0.275558661,10/6/2023,65,61,0.334296091
20231009,6655,0.347613533,10/9/2023,60,62,0.476551993
20231010,5613,0.497133729,10/10/2023,47,56,0.422869132
20231011,3407,0.336535449,10/11/2023,55,50,0.330279572
20231013,4251,0.25381453,10/13/2023,67,68,0.513229583
20231017,5256,0.553753298,10/17/2023,91,61,0.465006807
20231018,5517,0.180480083,10/18/2023,72,80,0.697779342
20231019,4421,0.161937546,10/19/2023,63,63,0.613401731
20231020,4376,0.333930104,10/20/2023,73,70,0.502850846
20231023,4206,0.806903802,10/23/2023,81,97,0.806903802
20231024,5181,0.295536057,10/24/2023,56,68,0.448487698
20231026,6090,0.251126483,10/26/2023,67,57,0.547464088
20231027,5555,0.349272838,10/27/2023,78,58,0.465206923
20231030,7619,0.213501988,10/30/2023,71,65,0.494619925
20231031,5156,0.375979968,10/31/2023,89,69,0.424420421
20231101,5056,0.344055658,11/1/2023,53,56,0.410398024
20231103,4604,0.285751703,11/3/2023,79,80,0.429682682
20231106,6588,0.668705601,11/6/2023,86,66,0.369926997
20231108,7739,0.295453943,11/8/2023,68,63,0.553830654
20231109,5799,0.346748608,11/9/2023,78,76,0.3993948
20231110,5541,0.559698018,11/10/2023,67,60,0.502323216
20231113,5894,0.407938903,11/13/2023,61,58,0.385850988
20231114,9378,0.545114217,11/14/2023,54,56,0.500189554
20231115,3358,0.166072301,11/15/2023,71,63,0.360610097
20231121,5560,0.191265674,11/21/2023,64,58,0.361141603
20231122,3972,0.38476357,11/22/2023,64,53,0.397731441
20231123,5496,0.295207456,11/23/2023,56,59,0.262212027
20231124,6470,0.554768205,11/24/2023,64,58,0.409283969
20231127,4787,0.339682021,11/27/2023,78,63,0.453524352
20231128,4720,0.570675927,11/28/2023,64,62,0.396576095
20231129,6053,0.375897326,11/29/2023,79,56,0.574504606
20231130,5224,0.775662283,11/30/2023,73,62,0.555656888
20231201,2668,0.199855563,12/1/2023,63,58,0.306461984
20231204,5802,0.327081664,12/4/2023,77,60,0.492762618
20231205,4490,0.13636428,12/5/2023,58,75,0.481263658
20231206,4537,0.822328013,12/6/2023,57,53,0.391380206
20231207,4458,0.507835224,12/7/2023,67,62,0.328527668
20231208,4565,0.183629549,12/8/2023,95,62,0.379121254
20231211,5747,0.691007788,12/11/2023,65,58,0.469435598
20231213,6880,0.607065062,12/13/2023,64,56,0.436114504
20231214,6244,0.434254789,12/14/2023,74,58,0.526804878
20231215,5244,0.14593335,12/15/2023,67,64,0.373283758
20231218,6228,0.56066206,12/18/2023,57,67,0.548622371
20231219,5051,0.538805096,12/19/2023,59,62,0.484812282
20231220,5504,0.418708033,12/20/2023,59,40,0.376917872
20231221,3480,0.102671678,12/21/2023,59,57,0.255930747
20231222,6121,0.256431123,12/22/2023,65,52,0.326576119
20231226,5256,0.460452821,12/26/2023,59,45,0.396729103
20231229,6617,0.309669231,12/29/2023,73,56,0.480838054
20240102,6038,0.485666898,1/2/2024,58,58,0.58037291
20240103,3901,0.5762788,1/3/2024,68,59,0.357748132
20240104,6151,0.607131845,1/4/2024,66,53,0.648181368
20240105,4915,0.614954665,1/5/2024,56,65,0.307929633
20240108,4097,0.105199712,1/8/2024,77,72,0.32884787
20240109,6443,0.246506183,1/9/2024,75,55,0.680355632
20240110,5874,0.197733428,1/10/2024,74,56,0.292831124
20240111,5479,0.243131449,1/11/2024,51,56,0.712589983
20240112,3919,0.28192831,1/12/2024,61,54,0.493524196
20240115,5296,0.346166588,1/15/2024,78,80,0.580835812
20240117,4930,0.241698058,1/17/2024,72,53,0.654382238
20240118,5523,0.38981993,1/18/2024,54,56,0.669060957
20240119,4372,0.340063808,1/19/2024,61,56,0.415585925
20240122,5736,0.614801127,1/22/2024,73,57,0.488920958
20240124,3555,0.514760256,1/24/2024,86,57,0.501797348
20240125,5889,0.162559374,1/25/2024,69,58,0.425653946
20240126,4842,0.650250537,1/26/2024,74,58,0.45944546
20240129,6676,0.547924641,1/29/2024,91,67,0.69956822
20240131,7274,0.485559058,1/31/2024,77,49,0.880093648
20240201,5701,0.368787009,2/1/2024,69,52,0.576820351
20240202,4985,0.141759932,2/2/2024,76,60,0.586380361
20240206,5904,0.230887431,2/6/2024,78,68,0.678881463
20240208,5161,0.13150551,2/8/2024,62,45,0.573762412
20240212,5451,0.381943278,2/12/2024,80,67,0.499478842
20240213,4940,0.444185661,2/13/2024,82,69,0.519879611
20240214,6419,0.473282221,2/14/2024,61,61,0.62223517
20240215,6998,0.57878632,2/15/2024,59,56,0.406487525
20240216,5537,0.131661984,2/16/2024,71,49,0.627867353
20240219,5169,0.539876978,2/19/2024,63,67,0.495051756
20240220,7456,0.549147417,2/20/2024,57,52,0.543190245
20240222,4650,0.452685625,2/22/2024,59,99,0.438631363
20240223,5733,0.228960683,2/23/2024,87,61,0.719075255
